date,geo,revenue,tv_spend,tv_impressions,tv_cpm,digital_spend,digital_impressions,digital_cpm,social_spend,social_impressions,social_cpm,search_spend,search_impressions,search_cpm,display_spend,display_impressions,display_cpm,price_index,competitor_spend
2022-01-10,southeast,765.67,84.44,3159.0,26.73,55.34,6999.0,7.91,0.0,0.0,6.37,59.13,3861.0,15.31,49.67,12181.0,4.08,99.29,157.38
2022-01-17,southeast,779.03,0.0,0.0,27.37,130.16,15856.0,8.21,65.56,9922.0,6.61,84.16,5395.0,15.6,46.01,11223.0,4.1,100.3,166.19
2022-01-24,southeast,718.73,118.02,4268.0,27.65,82.67,9594.0,8.62,85.4,11936.0,7.15,100.15,6115.0,16.38,29.68,7328.0,4.05,100.3,243.83
2022-01-31,southeast,805.01,0.0,0.0,28.49,54.95,6263.0,8.77,74.02,9979.0,7.42,90.56,5339.0,16.96,0.0,0.0,4.1,100.21,266.93
2022-02-07,southeast,807.46,234.48,7924.0,29.59,39.32,4193.0,9.38,0.0,0.0,7.68,84.68,4833.0,17.52,0.0,0.0,4.21,100.03,148.66
2022-02-14,southeast,830.98,117.43,3759.0,31.24,96.49,10494.0,9.2,87.59,11191.0,7.83,135.27,7457.0,18.14,0.0,0.0,4.38,99.94,186.0
2022-02-21,southeast,924.63,181.65,5468.0,33.22,93.11,9740.0,9.56,0.0,0.0,8.27,127.25,7214.0,17.64,0.0,0.0,4.38,100.63,287.17
2022-02-28,southeast,760.31,107.99,3235.0,33.38,113.17,11869.0,9.54,0.0,0.0,8.68,106.59,5816.0,18.33,0.0,0.0,4.4,99.52,268.25
2022-03-07,southeast,873.15,0.0,0.0,32.49,131.03,12884.0,10.17,29.8,3455.0,8.63,102.83,5438.0,18.91,0.0,0.0,4.33,100.29,300.25
2022-03-14,southeast,825.92,0.0,0.0,32.42,46.3,4245.0,10.91,19.89,2375.0,8.38,107.95,5826.0,18.53,51.52,11779.0,4.37,99.58,253.67
2022-03-21,southeast,857.59,232.98,7079.0,32.91,114.44,10660.0,10.74,51.07,6090.0,8.39,71.95,3883.0,18.53,24.66,5742.0,4.29,99.44,181.58
2022-03-28,southeast,843.36,174.28,5427.0,32.11,57.58,5429.0,10.61,41.42,5037.0,8.22,89.08,4793.0,18.59,0.0,0.0,4.39,99.23,215.09
2022-04-04,southeast,835.38,0.0,0.0,31.25,127.68,11714.0,10.9,55.94,6805.0,8.22,58.07,3133.0,18.54,29.27,7026.0,4.17,99.52,224.19
2022-04-11,southeast,836.74,0.0,0.0,31.53,123.59,11489.0,10.76,0.0,0.0,8.52,96.1,5140.0,18.7,0.0,0.0,4.11,98.72,109.23
2022-04-18,southeast,851.06,100.43,3204.0,31.34,94.51,8836.0,10.7,22.32,2669.0,8.37,101.7,5234.0,19.43,0.0,0.0,4.13,98.95,193.78
2022-04-25,southeast,789.42,112.39,3608.0,31.15,112.22,10560.0,10.63,0.0,0.0,8.29,73.9,3708.0,19.93,0.0,0.0,4.13,99.97,221.6
2022-05-02,southeast,869.2,116.53,3866.0,30.14,70.85,7134.0,9.93,61.46,7472.0,8.22,136.81,7213.0,18.97,41.2,9303.0,4.43,99.28,115.86
2022-05-09,southeast,816.52,0.0,0.0,29.55,87.24,8901.0,9.8,45.08,5412.0,8.33,131.01,6868.0,19.08,28.23,6389.0,4.42,99.38,230.54
2022-05-16,southeast,799.75,166.64,5888.0,28.3,123.86,13105.0,9.45,74.42,9708.0,7.67,113.88,5826.0,19.55,57.9,13717.0,4.22,99.05,192.31
2022-05-23,southeast,794.86,0.0,0.0,28.54,85.99,9403.0,9.15,68.57,9276.0,7.39,96.79,4985.0,19.42,0.0,0.0,4.13,99.26,262.59
2022-05-30,southeast,855.06,94.54,3278.0,28.84,75.39,8058.0,9.36,83.27,11426.0,7.29,123.3,6273.0,19.66,34.06,8871.0,3.84,99.27,91.11
2022-06-06,southeast,781.88,0.0,0.0,26.67,89.65,10181.0,8.81,71.63,9701.0,7.38,61.43,3011.0,20.41,0.0,0.0,3.74,98.95,135.86
2022-06-13,southeast,794.38,192.73,7618.0,25.3,124.55,14153.0,8.8,51.67,7282.0,7.1,113.3,5521.0,20.52,15.26,4286.0,3.56,99.19,203.06
2022-06-20,southeast,753.91,86.93,3692.0,23.55,73.03,8596.0,8.5,70.15,10742.0,6.53,59.03,2933.0,20.13,20.75,5823.0,3.56,100.1,149.16
2022-06-27,southeast,773.89,190.32,8479.0,22.45,56.16,6858.0,8.19,39.93,6175.0,6.47,109.81,5439.0,20.19,0.0,0.0,3.41,100.0,233.11
2022-07-04,southeast,761.6,0.0,0.0,21.73,112.41,13809.0,8.14,42.28,6865.0,6.16,68.46,3478.0,19.68,40.0,12139.0,3.3,100.36,246.41
2022-07-11,southeast,801.22,89.2,4420.0,20.18,124.31,15586.0,7.98,78.96,13700.0,5.76,112.09,5867.0,19.1,35.37,11281.0,3.14,99.71,126.5
2022-07-18,southeast,709.85,150.02,7883.0,19.03,48.52,6169.0,7.87,0.0,0.0,5.48,114.97,6274.0,18.33,0.0,0.0,3.2,99.24,209.21
2022-07-25,southeast,731.71,154.28,8619.0,17.9,63.07,8035.0,7.85,79.68,15073.0,5.29,55.68,2991.0,18.62,45.35,14749.0,3.07,99.47,212.31
2022-08-01,southeast,702.54,102.77,5884.0,17.47,52.84,7011.0,7.54,81.5,16190.0,5.03,76.9,4365.0,17.62,0.0,0.0,3.15,100.21,189.1
2022-08-08,southeast,720.82,0.0,0.0,16.99,74.36,10352.0,7.18,84.17,18402.0,4.57,111.65,6236.0,17.91,38.5,12286.0,3.13,100.39,298.6
2022-08-15,southeast,657.78,0.0,0.0,16.17,85.06,12583.0,6.76,88.66,19406.0,4.57,75.86,4292.0,17.67,64.59,20895.0,3.09,100.23,279.94
2022-08-22,southeast,690.5,0.0,0.0,15.84,116.25,18091.0,6.43,51.75,11189.0,4.63,100.43,6082.0,16.51,41.37,13583.0,3.05,100.23,255.46
2022-08-29,southeast,656.0,150.66,9897.0,15.22,106.04,15459.0,6.86,43.23,9381.0,4.61,80.86,4956.0,16.31,49.65,16489.0,3.01,99.61,257.9
2022-09-05,southeast,655.0,0.0,0.0,14.8,102.89,14739.0,6.98,63.25,14485.0,4.37,65.93,4390.0,15.02,30.54,10963.0,2.79,99.91,208.05
2022-09-12,southeast,640.94,181.13,11825.0,15.32,74.82,11342.0,6.6,47.21,11053.0,4.27,59.51,3952.0,15.06,0.0,0.0,2.72,100.35,292.55
2022-09-19,southeast,660.07,164.09,10412.0,15.76,125.93,20098.0,6.27,64.68,15327.0,4.22,53.78,3519.0,15.28,54.64,19823.0,2.76,100.13,246.04
2022-09-26,southeast,640.63,86.06,5719.0,15.05,87.25,13824.0,6.31,72.62,17025.0,4.27,89.7,6019.0,14.9,0.0,0.0,2.73,99.89,248.57
2022-10-03,southeast,649.25,158.77,10317.0,15.39,140.32,21923.0,6.4,71.32,16426.0,4.34,65.35,4379.0,14.92,0.0,0.0,2.61,100.02,269.51
2022-10-10,southeast,687.69,0.0,0.0,15.81,104.27,15986.0,6.52,0.0,0.0,4.26,73.5,4633.0,15.86,0.0,0.0,2.62,99.81,153.59
2022-10-17,southeast,658.35,0.0,0.0,15.38,51.19,7852.0,6.52,31.68,7370.0,4.3,72.55,4610.0,15.74,0.0,0.0,2.77,99.77,250.86
2022-10-24,southeast,682.92,0.0,0.0,15.95,108.66,16534.0,6.57,51.72,11728.0,4.41,78.56,5093.0,15.43,54.49,18710.0,2.91,100.82,131.12
2022-10-31,southeast,642.23,202.98,11958.0,16.97,71.97,10672.0,6.74,29.84,6374.0,4.68,98.24,5995.0,16.39,0.0,0.0,2.95,100.7,156.88
2022-11-07,southeast,643.64,108.52,5452.0,19.9,145.16,17702.0,8.2,86.65,14944.0,5.8,106.97,5075.0,21.08,20.53,5570.0,3.69,100.52,153.18
2022-11-14,southeast,754.31,117.77,5964.0,19.75,50.46,6450.0,7.82,45.29,7480.0,6.05,69.67,3241.0,21.5,0.0,0.0,3.72,100.2,274.51
2022-11-21,southeast,762.08,102.6,4931.0,20.81,77.15,9714.0,7.94,30.74,4955.0,6.2,99.41,4389.0,22.65,0.0,0.0,3.61,100.57,251.61
2022-11-28,southeast,799.82,129.33,6019.0,21.49,172.75,21789.0,7.93,20.93,3158.0,6.63,96.61,4000.0,24.15,29.58,8223.0,3.6,100.48,223.46
2022-12-05,southeast,747.01,198.22,8847.0,22.4,80.28,9821.0,8.17,68.08,9892.0,6.88,84.74,3498.0,24.22,0.0,0.0,3.87,100.15,230.79
2022-12-12,southeast,775.92,159.88,6881.0,23.24,160.35,17470.0,9.18,67.4,9789.0,6.89,113.77,4642.0,24.51,0.0,0.0,3.94,100.81,202.75
2022-12-19,southeast,734.33,0.0,0.0,24.15,91.89,9640.0,9.53,44.89,6085.0,7.38,60.48,2316.0,26.12,32.44,8082.0,4.01,101.52,279.95
2022-12-26,southeast,788.9,217.77,9135.0,23.84,121.55,12531.0,9.7,24.45,3160.0,7.74,54.8,1941.0,28.22,0.0,0.0,4.09,101.22,198.85
2023-01-02,southeast,773.87,0.0,0.0,21.97,110.54,12414.0,8.9,50.13,7352.0,6.82,112.4,4385.0,25.63,14.32,3707.0,3.86,100.29,181.69
2023-01-09,southeast,743.1,0.0,0.0,23.44,91.57,9839.0,9.31,42.65,6161.0,6.92,82.34,3202.0,25.72,0.0,0.0,4.18,100.79,145.19
